ABM,ATTENUON LLC,10130 SORRENTO VALLEY ROAD,SUITE B,SAN DIEGO,CA,92121,8586220510,Importer
ABN,MARIE CORINNE ORTIZ,1803 PENINSULA STREET,,VENTURA,CA,93001,8056428118,Broker
ABP,MOVADO GROUP INC,125 STATE STREET,,MOONACHIE,NJ,07074,2015187265,Importer
ABQ,STELLAR TRADE SUPPORT INC,5226 POWHATAN AVENUE,,NORFOLK,VA,23508,7574890475,Broker
ABR,FRANCIS P HUGHES,451 SOUTH WATER STREET,,MARINE CITY,MI,48039,8107659230,Broker
ABS,DJ WHELAN AND COMPANY INC,100 SUMMIT STREET,,DETROIT,MI,48209,3138430250,Broker
ABT,AMPAC CUSTOMS SERVICE INC,9111 SOUTH LA CIENEGA BOULEVARD,UNIT 201,INGLEWOOD,CA,90301,3106453888,Broker
ABV,THE BOX COMPANY,1219 KESSLER,BLDG. B,EL PASO,TX,79907,9155921269,Importer
ABW,DAWNA LARSON,2250 LANDMEIER ROAD,SUITE A,ELK GROVE,IL,60007,8473571071,Broker
ABX,U-FREIGHT AMERICA INC,5920 NORTHEAST 112TH AVENUE,,PORTLAND,OR,97220,5032572977,Broker
ABY,ACTION FREIGHT & LOGISTICS USA INC,"415 PABLO AVENUE, UNIT 102",,JACKSONVILLE,FL,32250,9042427101,Broker
ABZ,MICHAEL J SKIDMORE,103 GREENLEAF STREET,,QUINCY,MA,02169,6174710108,Broker
AB0,JAMES P WILSON,2321 BURNETT BOULEVARD,,WILMINGTON,NC,284010000,9197638214,Broker
AB2,MYRA Y YAMACHI,DBA AIR ONE CUSTOMS BROKERS,13936 SOUTH BROADWAY AVENUE,LOS ANGELES,CA,900610000,2137156351,Broker
AB3,CHARLES KELLERMAN,DBA PATHFINDER INTERNATIONAL,4128 NE DAVIS,PORTLAND,OR,972320000,5032555759,Broker
AB4,MICHAEL P O'BRIEN,3001 HADLEY ROAD,,S PLAINFIELD,NJ,070800000,2015611414,Broker
AB5,JAMES RUSSEL DUNTLEY,"6011 AVION DRIVE, UNIT 204",,SAN PEDRO,CA,907310000,3104106825,Broker
AB6,JEANNE M LENTI,66 PERIWINKLE ROAD,,LEVITTOWN,NY,117560000,5167358572,Broker
AB7,CAROLE VESQUE,66 PERIWINKLE ROAD,,LEVITTOWN,NY,117560000,5167358572,Broker
AB8,MATTHEW H PACKER,735 FATHOM DRIVE  #32,,SAN MATEO,CA,944040000,4155728369,Broker
AB9,HIGGINS INTERNATIONAL SERVICES INC,"200 CROFTON ROAD, KENNER, LA 70062",PO BOX 20001,NEW ORLEANS,LA,701410000,5044696627,Broker
ACA,LSC ASSOCIATES INC.,"2820 ROSECOMMONS DRIVE, UNIT 100",,HAMPTON,GA,302281660,7704730435,Broker
ACB,CARBON FIBER TECHNOLOGY LLC,1375 UNION ROAD,,EVANSTON,WY,82930,3077892499,Importer
ACC,ALDILA MATERIALS TECHNOLOGY CORP.,1375 UNION ROAD,,EVANSTON,WY,82930,3077892499,Importer
ACD,EXOTIC FLOWERS AND GREENS INC,8501 SOUTH LA CIENEGA BOULEVARD,,INGLEWOOD,CA,90301,3106707700,Importer
ACF,HINO MOTORS INTERNATIONAL USA INC,451-B NORTH COTA STREET,,CORONA,CA,928802008,9092784466,Importer
ACG,JAY'S WHOLESALE FLOWERS,12700 FOOTHILL BLVD.,,SYLMAR,CA,91342,8188381456,Importer
ACJ,SAINT GERMAIN FLOWERS,755 WALL STREET,,LOS ANGELES,CA,90014,2136268761,Importer
ACK,CARLOS E HERNANDEZ,1204 WEST GARDENA BOULEVARD,UNIT 15,GARDENA,CA,90247,3102178966,Importer
ACL,GRIZZARD CUSTOMS BROKERS INC,4158 OLD DIXIE ROAD,,HAPEVILLE,GA,30354,4047614400,Broker
ACM,LARRY DEAN HORD,1805 RUBEN TORRES BLVD.,SUITE A9,BROWNSVILLE,TX,78526,9565465268,Broker
ACN,OEC LOGISTICS INC,5777 WEST CENTURY BOULEVARD,UNIT 265,LOS ANGELES,CA,90045,3106421320,Broker
ACP,JONATHAN T COTTINGHAM,3205 PORT OF TACOMA ROAD,,TACOMA,WA,98421,2539266855,Broker
ACQ,FLOWER TRANSFER INC,1480 NORTHWEST 94TH AVENUE,,MIAMI,FL,33172,3055939808,Broker
ACR,REYNOLDS POLYMER TECHNOLOGY INC,607 HOLLINGSWORTH STREET,,GRAND JUNCTION,CO,81505,9702414700,Importer
ACT,EXIMIUS LLC,26 SHERBORNE STREET,,SOMERSET,NJ,08873,7324535022,Importer
ACU,ANTHONY J PREVOSTI,52 LUDWIG STREET,,STATEN ISLAND,NY,10310,7182440861,Broker
ACV,EXPRESS CUSTOMS SERVICE INC,6650 EL RODEO ROAD,,RNCHO PLS VERDE,CA,90275,3103777114,Broker
ACW,MURPHY OIL USA INC,MERAUX REFINERY,PO BOX 100,MERAUX,LA,700750100,5042714141,Importer
ACY,KMC,1 HARBOR PARK DRIVE,,PORT WASHINGTON,NY,11050,5166216565,Importer
ACZ,JC SOLUTIONS INC,1 HARBOR PARK DRIVE,,PORT WASHINGTON,NY,11050,5164843909,Importer
AC0,JOANNE OLSON,SEATTLE TRADE CENTER,"2601 ELLIOTT AVENUE, UNIT 3167",SEATTLE,WA,981210000,2067289001,Broker
AC1,GALLAGHER TRANSPORT INTERNATIONAL,11013 NORTHWEST 39TH STREET,UNIT A2,VANCOUVER,WA,986820000,3067508830,Broker
AC2,DAVID E MANGAS,320 HARBOR WAY   SUITE #201,,S SAN FRANCISCO,CA,940800000,4158751900,Broker
AC4,SONCO INTERNATIONAL CORPORATION,P O BOX 700372,,TULSA,OK,741700000,9186636683,Broker
AC5,THOMAS M GROH CHB,85 LAKEWOOD AVENUE,,SAN FRANCISCO,CA,941270000,4152390774,Broker
AC6,HAROLD WEINSTEIN,854 EAST BROADWAY,,LONG BEACH,NY,115610000,5166566918,Broker
AC7,EARL L HARTLEY JR,"8800 SOUTH DREXEL,  701",,OKLAHOMA CITY,OK,731590000,4056857837,Broker
AC8,THEODORE D GERHART,130 S STATE ROAD,SUITE 208,SPRINGFIELD,PA,190640000,2155447960,Broker
AC9,WORLD EXPRESS GROUP,238 LAWRENCE AVENUE,,S SAN FRANCISCO,CA,940800000,4157429612,Broker
ADA,KISS PRODUCTS INC,2 HARBOR PARK DRIVE,,PORT WASHINGTON,NY,11050,5166259292,Importer
ADB,MICHELE G KOPEC,173 ROUTE 526,,ALLENTOWN,NJ,08501,6092596102,Broker
ADC,CASCADE NATURAL GAS CORPORATION,222 FAIRVIEW AVENUE N,,SEATTLE,WA,98109,2063816788,Importer
ADE,T & K WHOLESALE,1654 FOX GLEN DRIVE,,DIAMOND BAR,CA,91765,9098609744,Importer
ADF,BISSELL INC,2345 WALKER ROAD NORTHWEST,,GRAND RAPIDS,MI,49504,6167910663,Importer
ADG,SIAM ORCHID IMPORTS,4428 E 30 STREET,,TUCSON,AZ,85711,5207908077,Importer
ADH,TAHUANTINSUYO ARTS AND CRAFTS,41-28 JUNCTION BLVD  # 1A,,CORONA,NY,11368,7183978895,Importer
ADJ,A & S ENTERPRISES LLC,P O  BOX 222,,BALLSTON SPA,NY,12020,5188997660,Importer
ADK,BENJAMIN F DEFAZIO,160-23 ROCKAWAY BLVD.,,JAMAICA,NY,11434,7185256611,Broker
ADL,JORGE ANDRADE,1797 BROWN STREET,INDUSTRIAL PARK BLVD,EAGLE PASS,TX,78852,8307736425,Broker
ADM,ONYX INTERNATIONAL INC,79 SUNSET AVENUE,,LYNBROOK,NY,11563,5165683117,Broker
ADN,SUN PET LTD,3765 ZIP INDUSTRIAL BOULEVARD,,ATLANTA,GA,30321,4047617260,Importer
ADP,PATRICIA S REVOIR,3 RAINBOW COURT,,HILTON HEAD,SC,29926,8036813880,Broker
ADQ,ARZOON GLOBAL COMMERCE INC,"TWO CIRCLE WAY, UNIT 200",,SAN CARLOS,CA,94070,6509956117,Broker
ADR,AMERICAN ROYAL INTERNATIONAL INC,328 LANG ROAD,,BURLINGAME,CA,94010,6506857330,Broker
ADS,K-NOSHI INTERNATIONAL,5875 NORTH LINCOLN,SUITE 104,CHICAGO,IL,60659,7739078090,Importer
ADT,SIGMA SPORT USA LLC,1926 MILLER DRIVE,,OLNEY,IL,62450,6183937407,Importer
ADU,HURCO COMPANIES INC,ONE TECHNOLOGY WAY,PO BOX 68180,INDIANAPOLIS,IN,46268,3172982637,Importer
ADV,WIRSBO COMPANY,5925 148 STREET WEST,,APPLE VALLEY,MN,55124,9529978992,Importer
ADW,CALIFORNIA FLOWER TRADING INC,744 SAN JULIAN STREET,,LOS ANGELES,CA,90014,2136235107,Importer
ADX,SHIBATA FLORAL COMPANY,755 WALL STREET,,LOS ANGELES,CA,90014,2136264881,Importer
ADY,RENATO ZAPATA III,8402 KILAM INDUSTRIAL BLVD,,LAREDO,TX,780450000,9567234333,Broker
ADZ,WORLD ORCHID IMPORTS,1215 E. WILSON AVE.  # 204,,GLENDALE,CA,91206,8182440854,Importer
AD0,CARLSSON INTERNATIONAL CARGO INC,147-39 175TH STREET,SUITE 208,JAMAICA,NY,114340000,7188587169,Broker
AD1,CARSON CUSTOMS BROKERS (USA) INC.,"UNIT 8, 1-14TH STREET",,BLAINE,WA,982310000,3603321322,Broker
AD2,JORGE GARCIA BROKERAGE,3621 COMSTOCK STREET,,EL PASO,TX,799040000,9157519320,Broker
AD3,SONG NAM CHUN,P O BOX 66549,AMF O'HARE,CHICAGO,IL,606660549,7086787077,Broker
AD4,BXC INC,870 SPRINGFIELD ROAD SOUTH,,UNION,NJ,070830000,9086887888,Broker
AD6,BILGREY CARGO INC,150-40 183RD STREET,,SPRINGFLD GRDNS,NY,114130000,7182441482,Broker
AD7,ALBERT L TOKIN JR,2822 60TH COURT NW,,GIG HARBOR,WA,983350000,2068515773,Broker
AD8,FAITH M CHIRAS,16100 SW 88TH AVENUE ROAD,,MIAMI,FL,331570000,3052351092,Broker
AD9,DANIEL L KOTCHER,900 STRATFORD COURT,,WESTBURY,NY,115900000,7187232611,Broker
AEA,TH WEISS (HOUSTON) INC,"1404 EAST NORTHBELT DRIVE, UNIT 120",,HOUSTON,TX,77032,2815909118,Broker
AEB,JUAN R MACIAS,4420 NORTH MESA,,EL PASO,TX,79902,9157559324,Broker
AEC,SEA LIFE IMPORTS,15711 CONDON AVENUE  UNIT A4,,LAWNDALE,CA,90260,3105360922,Importer
AED,CMS INTERNATIONAL TRADING,520 S WASHINGTON BLVD  # 557,,MARINA DEL REY,CA,90292,3103267787,Importer
AEE,EUGENE I SONG,167-55 148TH AVENUE,,JAMAICA,NY,11434,9172243178,Broker
AEF,DALE DONG YOUNG PARK,2435 WEST 227 STREET,UNIT 25,TORRANCE,CA,90501,3105303552,Broker
AEG,MIRAMAR CUSTOMS BROKERS INC,"2290 ENRICO FERMI DRIVE, UNIT 17",,SAN DIEGO,CA,92154,6197101958,Broker
AEH,HONEY'S GROOMING PARLOR,11827 S PULASKI ROAD,,ALSIP,IL,60803,7083857778,Importer
AEJ,CHICAGO GROOMING PARLOR,6009 S PULASKI,,CHICAGO,IL,60629,7737670494,Importer
AEL,LUFTHANSA TECHNIK LOGISTIK OF,AMERICA LLC,JFK AIRPORT - CARGO BLDG 261,JAMAICA,NY,11430,7182897272,Broker
AEM,RICHARD A SANDOVAL,950 VIRGINIA ST  # 301,,EL SEGUNDO,CA,90245,3106490605,Importer
AEN,MERIDIAN EXOTIC WOOD PRODUCTS,2500 NW 107 AVENUE,SUITE 302,MIAMI,FL,33172,3055938889,Importer
AEP,EXCELL CUSTOMS BROKERS INC,JFK INTERNATIONAL AIRPORT,CARGO BLDG 80 - UNIT 226,JAMAICA,NY,11430,7189176800,Broker
AEQ,GRACE WARNER FITZGERALD,6611 PINO REAL,,EL PASO,TX,79912,9156306971,Broker
AER,EXPRESS NORTHWEST INTERNATIONAL,FREIGHT SERVICES INC,18335 8TH AVENUE SOUTH,SEATTLE,WA,98148,2062448871,Broker
AET,BRIAN D STACY,327 WILSON LANE,,SUMAS,WA,98295,3609884039,Broker
AEU,R. MUNK INT'L CUSTOMS BROKERS LLC,584 S ORANGE AVENUE,,YUMA,AZ,85364,9289209497,Broker
AEV,PETE PANG,3780 WEST CENTURY BOULEVARD,,INGLEWOOD,CA,90303,3106777336,Broker
AEW,IMPEX GLOBAL INC,PMB 161,113 MCHENRY ROAD,BUFFALO GROVE,IL,60089,8478759452,Importer
AEX,JAGRO LOS ANGELES INC,5777 WEST CENTURY BOULEVARD,UNIT 535,LOS ANGELES,CA,90045,3102160402,Broker
AEY,ROBERT MONDAVI WINERY,841 LATOUR COURT,,NAPA,CA,94558,7072514548,Broker
AEZ,RME INC,841 LATOUR COURT,,NAPA,CA,94558,7072514548,Importer
AE0,CHRISTOPHER SEAN WALLRABE,1074 76 STREET,,BROOKLYN,NY,112280000,7186563666,Broker
AE1,AMERICAN CARGO SERVICES INC,700 PEARSON STREET,SUITE 301,DES PLAINES,IL,600160000,7082996000,Broker
AE2,EDWIN ACEVEDO,3405 B  N W 72ND AVENUE,,MIAMI,FL,331220000,3055918921,Broker
AE3,HECTOR SUAREZ,1827 MASTICK WAY,PO BOX 2260,NOGALES,AZ,856210000,6022814646,Broker
AE4,STEVEN R CLINTON,W272 N2593 APPLE TREE LANE,,PEWAUKEE,WI,530720000,4146910848,Broker
AE5,JOHN PIERCE CHB,DBA ALW CUSTOMHOUSE BROKERS,2231 E TURKEYFOOT LAKE ROAD,AKRON,OH,443120000,2168961672,Broker
AE6,DEBORAH L BUTLER,9990 I-10 EAST,,HOUSTON,TX,770290000,7136744600,Broker
AE7,PETER W REDMOND,215-37 43 AVENUE,APT #2A,BAYSIDE,NY,113610000,2013546144,Broker
AE8,CHARLES VINCENTE STAUDT,500 NORTH LARCHMONT BLVD,,LOS ANGELES,CA,900040000,2134646899,Broker
AE9,ALBERTO BARAJAS,107 ARIZONA LOOP,,LAREDO,TX,780410000,5127912708,Broker
AFA,J & B CUSTOMHOUSE BROKER INC,"800 SOUTH HINDRY AVENUE, A1",,INGLEWOOD,CA,90301,3106705491,Broker
AFB,ANDERS F BASTMAN,"4310 DUNBARTON AVENUE, UNIT 14",,TAMPA,FL,33611,8138374194,Broker
AFC,EXCELLENCE FLOWERS INC,7225 NORTHWEST 44TH STREET,,MIAMI,FL,33166,3054638118,Importer
AFD,CECILIA TAKITANI,2915 E VINE AVENUE # C,,ORANGE,CA,92869,7147445876,Importer
AFE,JOHN G PERRY,5 LAHAVE STREET,,SOUTH PORTLAND,ME,04106,2077997878,Broker
AFF,MARK HOWARD STEFFEN,617 VALLEJO VILLAS,,LOS ANGELES,CA,90042,3232246977,Broker
AFG,LUXA INTERNATIONAL TRADING INC,"5219 MCPHERSON, UNIT 417",,LAREDO,TX,78041,9567229901,Importer
AFH,HEIDI HYUNMI AHN,11222 LA CIENEGA BLVD.,,INGLEWOOD,CA,90304,3105680573,Broker
AFJ,FUTURE FORWARDING COMPANY,5673 OLD DIXIE HIGHWAY,SUITE 140,FOREST PARK,GA,30297,4046080094,Broker
AFK,THOMAS J KRENZ,3125 SOUTH 56 STREET,,MILWAUKEE,WI,53219,4145461121,Broker
AFL,SUSAN W AMPUDIA,509 INTERAMERICA BOULEVARD,,LAREDO,TX,78045,9567255655,Broker
AFM,HUGO NISHIYAMA,14414 INDUSTRY ROAD,,LAREDO,TX,78045,9567182111,Broker
AFN,DIRECT FLOWERS DISTRIBUTORS INC,7931 NW 21 STREET,,MIAMI,FL,33122,3054770802,Importer
AFP,AB INTERNATIONAL BROKERS INC,960 NW 10 AVENUE,,MIAMI,FL,33136,3053269327,Broker
AFQ,D & D CUSTOMHOUSE BROKERAGE INC,"701 NEWARK AVENUE, UNIT LL1",,ELIZABETH,NJ,07208,9083548980,Broker
AFR,ROYAL CHB CORP,160-19 ROCKAWAY BLVD  SUITE E,,JAMAICA,NY,11434,7189789888,Broker
AFT,MELONIE BUCHANAN,ROUTE 1  BOX 20,US HWY 41,MARSHALL,IN,478590000,7654987287,Importer
AFU,HOLLYWOOD FLOWERS WHOLESALE,357 S FAIRFAX AVENUE,,LOS ANGELES,CA,90036,3236553556,Importer
AFV,"WAL MART STORES, INC.",601 NORTH WALTON,,BENTONVILLE,AR,727160410,4792772233,Importer
AFW,ECCO USA INC,16 DELTA DRIVE,,LONDONDERRY,NH,03053,6035377300,Importer
AFX,IMPACT INTERNATIONAL INC,25670 ROOSEVELT BLVD,,SOUTH BEND,IN,46614,2192342399,Importer
AFY,BEE NATURAL HONEY CO INC,14240 SW 256 STREET,P O BOX 4085,PRINCETON,FL,33032,3052581110,Importer
AFZ,"GRANITE ""R"" US CORPORATION",4636 NW 74 AVENUE,,MIAMI,FL,33166,3056409744,Importer
AF0,R IGE & COMPANY INC,"9000 BELLANCA AVENUE, UNIT 107",,LOS ANGELES,CA,900450000,2138262232,Broker
AF1,ELIZABETH WEINZIERL-GUTMANN,73 MARTHA STREET,,FREEPORT,NY,115200000,5163799678,Broker
AF2,SERGIO GALINDO,575 SAN MARCOS,,EAGLE PASS,TX,788520000,5127731653,Broker
AF3,NORMAN ISACOFF,3280 NOSTRAND AVENUE,,BROOKLYN,NY,112290000,7187127900,Broker
AF4,FRANZ FELHABER,DBA F C FELHABER & CO,1421 LEE TREVINO  D-3,EL PASO,TX,799360000,9155929191,Broker
AF5,RICHARD DE FUCCIO,9101 SHORE ROAD,,BROOKLYN,NY,112090000,5163713500,Broker
AF6,CAROLE GATTIS COON,6206 W CHENOT,,AMARILLO,TX,791090000,8063568952,Broker
AF7,ALLAN T LOW,18940 WESTVIEW DRIVE,,SARATOGA,CA,950700000,4087258033,Broker
AF8,JUMBO TRANSPORT INT'L INC,1201 CORBIN STREET,,ELIZABETHLAND,NJ,072010000,9085271500,Broker
AF9,ELLEN J BARBARIAN-SPINA,17 SHERMAN STREET,,HUNTINGTON,NY,114730000,5168736972,Broker
AGA,"WORLDWIDE CUSTOMS SERVICES, INC.",2801 NW 74 AVENUE,SUITE 225,MIAMI,FL,33122,3056391887,Broker
AGB,"GARDENS AMERICA, INC.",3081 NW 74 AVENUE,,MIAMI,FL,33122,3056402390,Importer
AGC,"CM SHIPPING CO., LTD.",29 JOHN STREET,SUITE 903/904,NEW YORK,NY,10038,2127918980,Broker
AGD,SETH A. LEVINE,119 SOUTH FIRST AVE.  # F,,HIGHLAND PARK,NJ,08904,7324481627,Broker
AGE,JEFF CHIH CHANG,1245 SOUTH THIRD STREET,,ALHAMBRA,CA,91801,6264478319,Broker
AGF,JEAN CLAUDE JOSEPH,916 SE 15 AVENUE,,CAPE CORAL,FL,33990,9415749732,Broker
AGG,MARKO INTERNATIONAL,151 JAMES WAY,,SOUTHAMPTON,PA,18966,2153645522,Importer
AGH,KANDEL COOLMAN BAXTER,4348 ALBANY POST ROAD,,HYDE PARK,NY,12538,8452298808,Broker
AGJ,SWG LOGISTICS INC,44 OLD HIGGINS ROAD,,DES PLAINES,IL,60018,8473908508,Importer
AGK,ISAAC INDUSTRIES INC,7330 NW 36 AVENUE,,MIAMI,FL,33147,3058364040,Importer
AGL,JOHN C. MCNULTY,431 SILVERA AVENUE,,LONG BEACH,CA,90803,5627990556,Broker
AGM,ALVAROS MONTESINOS,8520 LINCOLN BLVD,,LOS ANGELES,CA,90045,5628573240,Importer
AGN,T & A TRADING,3202 EUCALYPTUS AVE,,LONG BEACH,CA,90806,5624241795,Importer
AGP,STEPHANIE SMITH,EXOTIC ORCHID IMPORTS,3961 EUREKA DRIVE,STUDIO CITY,CA,91604,8187624874,Importer
AGQ,"JOSE GASPAR HINOJOSA, JR.",4606 MODERN LANE,,LAREDO,TX,78041,9567234200,Broker
AGR,GERARDO LOPEZ,3918 CALLE GUADALAJARA,,LAREDO,TX,78046,9567230363,Broker
AGS,CROWN DUTY FREE LLC,1600 WATER STREET,,LAREDO,TX,78040,9567241589,Importer
AGT,LANA KAZANGIAN,BUILDING 80 - ROOM 201,JFK INTERNATIONAL AIRPORT,JAMAICA,NY,11430,7189178500,Broker
AGU,AMERINDIAS INC,5220 NW 72 AVENUE  BAY 3,,MIAMI,FL,33166,3054710038,Importer
AGV,CYNTHIA E LORENZO,3942 CROFTON WAY,,S SAN FRANCISCO,CA,94080,6508784520,Broker
AGW,"ROYAL CUSTOMS BROKERS, INC.",PEACE BRIDGE PLAZA,UPPER DOCK - MEZZANINE # 2,BUFFALO,NY,14213,8005656441,Broker
AGX,A1 FLORAL FARMS,744 SAN JULIAN STREET # D,,LOS ANGELES,CA,90014,2136299005,Importer
AGY,ELIZABETH YVONNE RAMON,1906 MARKLEY,,LAREDO,TX,78041,9562067737,Broker
AGZ,SALVADOR J CISNEROS,"618 ENTERPRISE STREET, UNIT 5",,LAREDO,TX,78045,9567915400,Broker
AG0,C ZIMMERMAN INC,"4760 OAKLAND STREET, UNIT 200",,DENVER,CO,802390000,3033751159,Broker
AG1,CAROL CASPER,341 SOUTHTOWNE DRIVE,,SOUTH MILWAUKEE,WI,531720000,4147648632,Broker
AG2,JEFFREY ROBERT LANDA,2700 GREENS ROAD,BUILDING F,HOUSTON,TX,770320000,7133760224,Broker
AG3,CONNIE L CLEMMONS,402 ISLAND CREEK DRIVE,,WILMINGTON,NC,284050000,9197262500,Broker
AG4,ACTION INTERNATIONAL INC,PO BOX 523889,,MIAMI,FL,33152,3055139755,Broker
AG5,CATHERINE A WEEKS,"4190 BONITA ROAD, UNIT 203",SUITE 203,BONITA,CA,920020000,6194727441,Broker
AG6,CONTINENTAL EXPRESS INTL INC,158 LAKEVIEW DRIVE,17-104,FT LAUDERDALE,FL,333260000,3053847758,Broker
AG7,SUNG W CHO,43-23 COLDEN STREET,APT 3H,FLUSHING,NY,113550000,7184816700,Broker
AG8,DIANA L JANSSON,DBA INTL SHIPPING CONSULTANTS,"10962 S CINDY CIRCLE,  P O BOX 1205",SANDY,UT,840920000,8015721505,Broker
AG9,GREGORY GLENN HARRISON,15672 21ST AVENUE S W,,SEATTLE,WA,981660000,2062483566,Broker
AHA,J L GONZALEZ PRODUCE OF MCALLEN LLC,2501 MILITRAY HIGHWAY,SUITE B1,MCALLEN,TX,78503,9569719692,Importer
AHB,GLOBAL FOLIAGE INC,2048 W KELLY PARK ROAD,,APOPKA,FL,32704,3058639358,Importer
AHC,NTO-OTONG ASSOCIATION USA INC,1213 WEST 51 STREET,,CHICAGO,IL,60636,3123629844,Importer
